time	V(N004,Load)	V(N005,Load)	V(Ubatt,Load)	V(load)	V(n011)	Id(M4)
0.000000000000000e+00	6.580033e-01	6.579922e-01	1.507710e+01	-1.077099e+00	-4.283614e-01	-4.070776e+01
9.999999994736442e-10	6.578934e-01	6.578892e-01	1.507728e+01	-1.077278e+00	-4.283533e-01	-4.075246e+01
2.999999998420932e-09	6.578405e-01	6.578400e-01	1.507737e+01	-1.077367e+00	-4.283449e-01	-4.077483e+01
6.000000003780759e-09	6.578504e-01	6.578500e-01	1.507737e+01	-1.077366e+00	-4.283360e-01	-4.077469e+01
1.000000000167534e-08	6.578592e-01	6.578590e-01	1.507737e+01	-1.077367e+00	-4.283243e-01	-4.077467e+01
1.001591348748221e-08	6.578605e-01	6.578601e-01	1.507737e+01	-1.077366e+00	-4.283247e-01	-4.077458e+01
1.004774045215706e-08	6.578621e-01	6.578617e-01	1.507737e+01	-1.077365e+00	-4.283266e-01	-4.077452e+01
1.011139438844566e-08	6.578637e-01	6.578632e-01	1.507736e+01	-1.077365e+00	-4.283345e-01	-4.077451e+01
1.018744837794072e-08	6.578645e-01	6.578639e-01	1.507736e+01	-1.077365e+00	-4.283498e-01	-4.077451e+01
1.028244660250532e-08	6.578649e-01	6.578643e-01	1.507736e+01	-1.077365e+00	-4.283747e-01	-4.077451e+01
1.039189277685093e-08	6.578652e-01	6.578647e-01	1.507736e+01	-1.077365e+00	-4.284064e-01	-4.077450e+01
1.051494407516840e-08	6.578656e-01	6.578651e-01	1.507736e+01	-1.077365e+00	-4.284417e-01	-4.077449e+01
1.065470209282715e-08	6.578661e-01	6.578655e-01	1.507736e+01	-1.077365e+00	-4.284786e-01	-4.077449e+01
1.083704141008335e-08	6.578667e-01	6.578662e-01	1.507736e+01	-1.077365e+00	-4.285201e-01	-4.077448e+01
1.112577795864267e-08	6.578676e-01	6.578671e-01	1.507736e+01	-1.077365e+00	-4.285746e-01	-4.077447e+01
1.144149175402731e-08	6.578687e-01	6.578682e-01	1.507736e+01	-1.077365e+00	-4.286231e-01	-4.077446e+01
1.181736086069973e-08	6.578701e-01	6.578695e-01	1.507736e+01	-1.077365e+00	-4.286706e-01	-4.077444e+01
1.224385302867059e-08	6.578715e-01	6.578710e-01	1.507736e+01	-1.077365e+00	-4.287177e-01	-4.077442e+01
1.278717959296571e-08	6.578733e-01	6.578728e-01	1.507736e+01	-1.077365e+00	-4.287751e-01	-4.077439e+01
1.344357138111096e-08	6.578755e-01	6.578750e-01	1.507736e+01	-1.077365e+00	-4.288504e-01	-4.077436e+01
1.426778723639943e-08	6.578782e-01	6.578777e-01	1.507736e+01	-1.077364e+00	-4.289701e-01	-4.077433e+01
1.515604175494900e-08	6.578812e-01	6.578807e-01	1.507736e+01	-1.077364e+00	-4.291542e-01	-4.077429e+01
1.600190039502403e-08	6.578841e-01	6.578836e-01	1.507736e+01	-1.077364e+00	-4.294014e-01	-4.077425e+01
1.706949556701254e-08	6.578878e-01	6.578873e-01	1.507736e+01	-1.077364e+00	-4.297809e-01	-4.077420e+01
1.807652431212725e-08	6.578911e-01	6.578906e-01	1.507736e+01	-1.077364e+00	-4.301611e-01	-4.077416e+01
1.881580725254794e-08	6.578936e-01	6.578931e-01	1.507736e+01	-1.077364e+00	-4.304427e-01	-4.077413e+01
2.000000000335067e-08	6.578977e-01	6.578971e-01	1.507736e+01	-1.077364e+00	-4.308921e-01	-4.077407e+01
2.002948949753058e-08	6.578977e-01	6.578972e-01	1.507736e+01	-1.077364e+00	-4.309016e-01	-4.077407e+01
2.008846848589041e-08	6.578979e-01	6.578974e-01	1.507736e+01	-1.077364e+00	-4.309177e-01	-4.077407e+01
2.020642646261006e-08	6.578982e-01	6.578977e-01	1.507736e+01	-1.077364e+00	-4.309393e-01	-4.077406e+01
2.034093337516252e-08	6.578988e-01	6.578983e-01	1.507736e+01	-1.077364e+00	-4.309509e-01	-4.077406e+01
2.046403017874621e-08	6.578992e-01	6.578987e-01	1.507736e+01	-1.077364e+00	-4.309509e-01	-4.077405e+01
2.059382969016310e-08	6.578996e-01	6.578991e-01	1.507736e+01	-1.077364e+00	-4.309430e-01	-4.077405e+01
2.073424860971063e-08	6.579001e-01	6.578996e-01	1.507736e+01	-1.077364e+00	-4.309287e-01	-4.077404e+01
2.089001401028856e-08	6.579006e-01	6.579001e-01	1.507736e+01	-1.077364e+00	-4.309078e-01	-4.077403e+01
2.106979214017146e-08	6.579012e-01	6.579006e-01	1.507736e+01	-1.077364e+00	-4.308792e-01	-4.077402e+01
2.127469166113283e-08	6.579018e-01	6.579013e-01	1.507736e+01	-1.077363e+00	-4.308419e-01	-4.077402e+01
2.152924565707037e-08	6.579027e-01	6.579022e-01	1.507736e+01	-1.077363e+00	-4.307902e-01	-4.077401e+01
2.184159687834697e-08	6.579037e-01	6.579032e-01	1.507736e+01	-1.077363e+00	-4.307193e-01	-4.077399e+01
2.227313241481843e-08	6.579051e-01	6.579046e-01	1.507736e+01	-1.077362e+00	-4.306085e-01	-4.077397e+01
2.287687437402264e-08	6.579071e-01	6.579066e-01	1.507736e+01	-1.077362e+00	-4.304291e-01	-4.077394e+01
2.372426157609686e-08	6.579098e-01	6.579093e-01	1.507736e+01	-1.077361e+00	-4.301335e-01	-4.077391e+01
2.464636900123551e-08	6.579129e-01	6.579124e-01	1.507736e+01	-1.077360e+00	-4.297487e-01	-4.077387e+01
2.589512789613613e-08	6.579170e-01	6.579165e-01	1.507736e+01	-1.077358e+00	-4.291211e-01	-4.077381e+01
2.725459237462591e-08	6.579215e-01	6.579209e-01	1.507736e+01	-1.077357e+00	-4.282806e-01	-4.077375e+01
2.948172868333376e-08	6.579286e-01	6.579281e-01	1.507735e+01	-1.077354e+00	-4.264775e-01	-4.077365e+01
3.320791145539070e-08	6.579406e-01	6.579401e-01	1.507735e+01	-1.077347e+00	-4.209707e-01	-4.077349e+01
3.719369245924753e-08	6.579518e-01	6.579513e-01	1.507732e+01	-1.077323e+00	-4.010364e-01	-4.077332e+01
4.142338327212114e-08	6.579599e-01	6.579594e-01	1.507726e+01	-1.077256e+00	-3.421557e-01	-4.077314e+01
4.588821942569377e-08	6.579638e-01	6.579633e-01	1.507714e+01	-1.077137e+00	-2.202322e-01	-4.077295e+01
5.110658121698641e-08	6.579646e-01	6.579641e-01	1.507696e+01	-1.076963e+00	-2.188645e-04	-4.077274e+01
5.682966701392456e-08	6.579633e-01	6.579629e-01	1.507676e+01	-1.076756e+00	3.201926e-01	-4.077250e+01
6.158951008222724e-08	6.579617e-01	6.579613e-01	1.507659e+01	-1.076588e+00	6.473048e-01	-4.077230e+01
6.785224671013168e-08	6.579608e-01	6.579604e-01	1.507639e+01	-1.076387e+00	1.144987e+00	-4.077204e+01
7.373651874503784e-08	6.579621e-01	6.579617e-01	1.507623e+01	-1.076229e+00	1.662764e+00	-4.077179e+01
8.034688087077413e-08	6.579667e-01	6.579663e-01	1.507609e+01	-1.076093e+00	2.291215e+00	-4.077150e+01
8.816801108646466e-08	6.577848e-01	6.577847e-01	1.507388e+01	-1.073884e+00	3.075565e+00	-4.077152e+01
9.693634527713213e-08	6.557895e-01	6.557918e-01	1.505184e+01	-1.051841e+00	3.998723e+00	-4.077484e+01
1.040133801866183e-07	6.512191e-01	6.512273e-01	1.500336e+01	-1.003358e+00	4.777031e+00	-4.078019e+01
1.139867759625268e-07	6.424938e-01	6.425130e-01	1.491526e+01	-9.152566e-01	5.879797e+00	-4.078683e+01
1.214541069383124e-07	6.365747e-01	6.365994e-01	1.485998e+01	-8.599794e-01	6.677047e+00	-4.078987e+01
1.278603806373346e-07	6.322705e-01	6.322977e-01	1.482330e+01	-8.232965e-01	7.331129e+00	-4.079113e+01
1.352262220255529e-07	6.279444e-01	6.279728e-01	1.478909e+01	-7.890871e-01	8.050828e+00	-4.079131e+01
1.434695085580917e-07	6.236614e-01	6.236900e-01	1.475740e+01	-7.573993e-01	8.819205e+00	-4.079026e+01
1.514661790505412e-07	6.199102e-01	6.199383e-01	1.473112e+01	-7.311225e-01	9.532473e+00	-4.078855e+01
1.545158210963793e-07	6.185849e-01	6.186127e-01	1.472219e+01	-7.221927e-01	9.794496e+00	-4.078797e+01
1.567970530913509e-07	6.176482e-01	6.176756e-01	1.471604e+01	-7.160404e-01	9.984574e+00	-4.078769e+01
1.603862591140204e-07	6.162301e-01	6.162570e-01	1.470687e+01	-7.068664e-01	1.027677e+01	-4.078737e+01
1.637790816022555e-07	6.149433e-01	6.149695e-01	1.469866e+01	-6.986628e-01	1.054548e+01	-4.078713e+01
1.686007439077875e-07	6.131976e-01	6.132230e-01	1.468769e+01	-6.876891e-01	1.091445e+01	-4.078685e+01
1.737267048412816e-07	6.114317e-01	6.114562e-01	1.467670e+01	-6.767042e-01	1.128940e+01	-4.078656e+01
1.813589737206800e-07	6.089251e-01	6.089483e-01	1.466114e+01	-6.611405e-01	1.181622e+01	-4.078619e+01
1.889017479869692e-07	6.064996e-01	6.065216e-01	1.464572e+01	-6.457220e-01	1.229882e+01	-4.078588e+01
1.983300824820455e-07	6.032420e-01	6.032631e-01	1.462327e+01	-6.232714e-01	1.284847e+01	-4.078576e+01
2.060217635727057e-07	5.996451e-01	5.996665e-01	1.459416e+01	-5.941646e-01	1.325871e+01	-4.078708e+01
2.091580215413114e-07	5.947277e-01	5.947484e-01	1.454242e+01	-5.424194e-01	1.342181e+01	-4.080321e+01
2.105482984349205e-07	5.870859e-01	5.870960e-01	1.445419e+01	-4.541945e-01	1.350542e+01	-4.086115e+01
2.108102569245429e-07	5.845666e-01	5.846009e-01	1.443152e+01	-4.315206e-01	1.352400e+01	-4.076119e+01
2.109494683585900e-07	5.842881e-01	5.843503e-01	1.443518e+01	-4.351828e-01	1.353137e+01	-4.078621e+01
2.110086500389796e-07	5.845598e-01	5.846104e-01	1.443579e+01	-4.357856e-01	1.353336e+01	-4.082167e+01
2.110555623879851e-07	5.845570e-01	5.845958e-01	1.443320e+01	-4.332032e-01	1.353520e+01	-4.079142e+01
2.111082492220473e-07	5.844767e-01	5.845187e-01	1.443322e+01	-4.332185e-01	1.353733e+01	-4.078263e+01
2.111596395376614e-07	5.844473e-01	5.844903e-01	1.443324e+01	-4.332383e-01	1.353933e+01	-4.079621e+01
2.112567841147661e-07	5.844017e-01	5.844447e-01	1.443306e+01	-4.330594e-01	1.354320e+01	-4.078329e+01
2.113694283698009e-07	5.843597e-01	5.844029e-01	1.443295e+01	-4.329541e-01	1.354765e+01	-4.078807e+01
2.115523243806372e-07	5.842911e-01	5.843340e-01	1.443272e+01	-4.327233e-01	1.355484e+01	-4.078354e+01
2.118307078149972e-07	5.841893e-01	5.842322e-01	1.443242e+01	-4.324224e-01	1.356567e+01	-4.078589e+01
2.122406551757772e-07	5.840400e-01	5.840826e-01	1.443196e+01	-4.319607e-01	1.358136e+01	-4.078432e+01
2.129104245407465e-07	5.838003e-01	5.838425e-01	1.443124e+01	-4.312410e-01	1.360630e+01	-4.078530e+01
2.139219541438808e-07	5.834460e-01	5.834876e-01	1.443018e+01	-4.301836e-01	1.364235e+01	-4.078463e+01
2.155355002184112e-07	5.829004e-01	5.829409e-01	1.442860e+01	-4.286045e-01	1.369582e+01	-4.078493e+01
2.180626284750686e-07	5.820918e-01	5.821306e-01	1.442638e+01	-4.263767e-01	1.376878e+01	-4.078452e+01
2.220125322957567e-07	5.809229e-01	5.809593e-01	1.442343e+01	-4.234350e-01	1.385685e+01	-4.078435e+01
2.259480580274476e-07	5.798714e-01	5.799053e-01	1.442116e+01	-4.211622e-01	1.391300e+01	-4.078408e+01
2.299629269786330e-07	5.789175e-01	5.789491e-01	1.441953e+01	-4.195257e-01	1.394424e+01	-4.078382e+01
2.336688758527994e-07	5.781326e-01	5.781621e-01	1.441851e+01	-4.185120e-01	1.396042e+01	-4.078360e+01
2.375280640162791e-07	5.774007e-01	5.774282e-01	1.441783e+01	-4.178289e-01	1.397060e+01	-4.078342e+01
2.420108772618890e-07	5.766326e-01	5.766578e-01	1.441732e+01	-4.173164e-01	1.397816e+01	-4.078323e+01
2.459347623259833e-07	5.760234e-01	5.760467e-01	1.441703e+01	-4.170307e-01	1.398249e+01	-4.078308e+01
2.503409493592734e-07	5.754043e-01	5.754258e-01	1.441683e+01	-4.168307e-01	1.398563e+01	-4.078277e+01
2.554736213897235e-07	5.747515e-01	5.747709e-01	1.441669e+01	-4.166854e-01	1.398803e+01	-4.078248e+01
2.607542634799898e-07	5.741508e-01	5.741684e-01	1.441660e+01	-4.165961e-01	1.398958e+01	-4.078220e+01
2.678016625193291e-07	5.734424e-01	5.734577e-01	1.441653e+01	-4.165287e-01	1.399079e+01	-4.078189e+01
2.750176869084631e-07	5.728155e-01	5.728289e-01	1.441649e+01	-4.164916e-01	1.399141e+01	-4.078153e+01
2.855743395785426e-07	5.720466e-01	5.720575e-01	1.441647e+01	-4.164669e-01	1.399169e+01	-4.078108e+01
2.972941297238463e-07	5.713668e-01	5.713756e-01	1.441646e+01	-4.164572e-01	1.399156e+01	-4.078052e+01
3.172709915552629e-07	5.705097e-01	5.705158e-01	1.441646e+01	-4.164582e-01	1.399088e+01	-4.077965e+01
3.404052154945547e-07	5.698313e-01	5.698352e-01	1.441647e+01	-4.164673e-01	1.398988e+01	-4.077862e+01
3.702370604263816e-07	5.692951e-01	5.692973e-01	1.441648e+01	-4.164823e-01	1.398852e+01	-4.077732e+01
4.029525193030570e-07	5.689659e-01	5.689671e-01	1.441650e+01	-4.164982e-01	1.398707e+01	-4.077589e+01
4.451394754259597e-07	5.687568e-01	5.687574e-01	1.441652e+01	-4.165159e-01	1.398535e+01	-4.077407e+01
4.944597661593608e-07	5.686490e-01	5.686492e-01	1.441653e+01	-4.165321e-01	1.398357e+01	-4.077193e+01
5.476177390786874e-07	5.686048e-01	5.686049e-01	1.441654e+01	-4.165429e-01	1.398198e+01	-4.076964e+01
6.008055144085533e-07	5.685894e-01	5.685894e-01	1.441655e+01	-4.165462e-01	1.398075e+01	-4.076735e+01
6.571452722120563e-07	5.685833e-01	5.685833e-01	1.441654e+01	-4.165418e-01	1.397981e+01	-4.076492e+01
7.468641715427382e-07	5.685781e-01	5.685781e-01	1.441652e+01	-4.165244e-01	1.397879e+01	-4.076105e+01
8.339030896573063e-07	5.685734e-01	5.685734e-01	1.441650e+01	-4.164998e-01	1.397817e+01	-4.075730e+01
9.252943161397464e-07	5.685680e-01	5.685680e-01	1.441647e+01	-4.164680e-01	1.397778e+01	-4.075336e+01
1.024824688833359e-06	5.685616e-01	5.685616e-01	1.441643e+01	-4.164294e-01	1.397755e+01	-4.074907e+01
1.144377098562244e-06	5.685534e-01	5.685534e-01	1.441638e+01	-4.163801e-01	1.397741e+01	-4.074392e+01
1.300169761277170e-06	5.685423e-01	5.685423e-01	1.441631e+01	-4.163135e-01	1.397734e+01	-4.073721e+01
1.511254472064127e-06	5.685271e-01	5.685271e-01	1.441622e+01	-4.162215e-01	1.397732e+01	-4.072811e+01
1.826509242436325e-06	5.685042e-01	5.685042e-01	1.441608e+01	-4.160830e-01	1.397734e+01	-4.071453e+01
2.357575500412656e-06	5.684655e-01	5.684655e-01	1.441585e+01	-4.158492e-01	1.397741e+01	-4.069166e+01
3.419708016365319e-06	5.683881e-01	5.683882e-01	1.441538e+01	-4.153810e-01	1.397754e+01	-4.064589e+01
4.576407830539364e-06	5.683040e-01	5.683040e-01	1.441487e+01	-4.148691e-01	1.397769e+01	-4.059583e+01
5.378869841768386e-06	5.682457e-01	5.682457e-01	1.441451e+01	-4.145105e-01	1.397780e+01	-4.056077e+01
6.180990578148748e-06	5.681878e-01	5.681878e-01	1.441415e+01	-4.141473e-01	1.397791e+01	-4.052526e+01
7.171129737436333e-06	5.681173e-01	5.681173e-01	1.441369e+01	-4.136949e-01	1.397804e+01	-4.048103e+01
8.038666670755201e-06	5.680569e-01	5.680569e-01	1.441330e+01	-4.132979e-01	1.397816e+01	-4.044221e+01
8.981250217671155e-06	5.679934e-01	5.679934e-01	1.441287e+01	-4.128691e-01	1.397828e+01	-4.040028e+01
1.024778268505361e-05	5.679111e-01	5.679111e-01	1.441230e+01	-4.122992e-01	1.397845e+01	-4.034456e+01
1.231359948822286e-05	5.677813e-01	5.677813e-01	1.441138e+01	-4.113813e-01	1.397872e+01	-4.025481e+01
1.452605365830084e-05	5.676463e-01	5.676463e-01	1.441041e+01	-4.104096e-01	1.397900e+01	-4.015980e+01
1.713032035933343e-05	5.674906e-01	5.674906e-01	1.440928e+01	-4.092760e-01	1.397934e+01	-4.004896e+01
2.021721200066301e-05	5.673082e-01	5.673082e-01	1.440794e+01	-4.079404e-01	1.397973e+01	-3.991837e+01
2.343723241584467e-05	5.671192e-01	5.671192e-01	1.440655e+01	-4.065545e-01	1.398013e+01	-3.978286e+01
2.878342106023973e-05	5.668075e-01	5.668075e-01	1.440427e+01	-4.042668e-01	1.398080e+01	-3.955917e+01
3.763463386684263e-05	5.662962e-01	5.662962e-01	1.440051e+01	-4.005147e-01	1.398190e+01	-3.919228e+01
5.533705948004841e-05	5.652910e-01	5.652910e-01	1.439314e+01	-3.931417e-01	1.398407e+01	-3.847134e+01
9.074191070646692e-05	5.633320e-01	5.633320e-01	1.437879e+01	-3.787850e-01	1.398828e+01	-3.706745e+01
1.707419107064637e-04	5.591353e-01	5.591353e-01	1.434809e+01	-3.480905e-01	1.399728e+01	-3.406572e+01
2.507419107064604e-04	5.552614e-01	5.552614e-01	1.431987e+01	-3.198682e-01	1.400555e+01	-3.130544e+01
3.307419107064571e-04	5.516787e-01	5.516787e-01	1.429394e+01	-2.939354e-01	1.401315e+01	-2.876882e+01
4.107419107064539e-04	5.483471e-01	5.483471e-01	1.427011e+01	-2.701061e-01	1.402014e+01	-2.643775e+01
4.507419107064523e-04	5.467519e-01	5.467519e-01	1.425884e+01	-2.588380e-01	1.402344e+01	-2.533539e+01
4.600000000000021e-04	5.463900e-01	5.463900e-01	1.425630e+01	-2.563036e-01	1.402418e+01	-2.508744e+01
4.785161785871017e-04	5.456745e-01	5.456745e-01	1.425133e+01	-2.513262e-01	1.402564e+01	-2.460050e+01
4.785261785871034e-04	5.456741e-01	5.456741e-01	1.425132e+01	-2.513233e-01	1.402564e+01	-2.460021e+01
4.785461785871067e-04	5.456734e-01	5.456734e-01	1.425132e+01	-2.513178e-01	1.402565e+01	-2.459964e+01
4.785861785871065e-04	5.456719e-01	5.456719e-01	1.425131e+01	-2.513072e-01	1.402565e+01	-2.459863e+01
4.786661785871060e-04	5.456690e-01	5.456689e-01	1.425129e+01	-2.512860e-01	1.402565e+01	-2.459653e+01
4.788261785871051e-04	5.456629e-01	5.456629e-01	1.425124e+01	-2.512435e-01	1.402567e+01	-2.459239e+01
4.791461785871032e-04	5.456507e-01	5.456507e-01	1.425116e+01	-2.511586e-01	1.402569e+01	-2.458408e+01
4.797861785871063e-04	5.456262e-01	5.456262e-01	1.425099e+01	-2.509889e-01	1.402574e+01	-2.456747e+01
4.810661785871057e-04	5.455773e-01	5.455773e-01	1.425065e+01	-2.506498e-01	1.402584e+01	-2.453430e+01
4.836261785871043e-04	5.454794e-01	5.454794e-01	1.424997e+01	-2.499734e-01	1.402604e+01	-2.446813e+01
4.887461785871017e-04	5.452839e-01	5.452839e-01	1.424862e+01	-2.486243e-01	1.402643e+01	-2.433613e+01
4.897599999999988e-04	5.452452e-01	5.452453e-01	1.424836e+01	-2.483579e-01	1.402651e+01	-2.431007e+01
4.917876428257931e-04	5.451681e-01	5.451681e-01	1.424783e+01	-2.478268e-01	1.402667e+01	-2.425811e+01
4.958429284773816e-04	5.450139e-01	5.450139e-01	1.424677e+01	-2.467663e-01	1.402698e+01	-2.415432e+01
4.958529284773833e-04	5.450135e-01	5.450135e-01	1.424676e+01	-2.467639e-01	1.402698e+01	-2.415410e+01
4.958729284773866e-04	5.450128e-01	5.450128e-01	1.424676e+01	-2.467589e-01	1.402698e+01	-2.415363e+01
4.959129284773864e-04	5.450113e-01	5.450113e-01	1.424675e+01	-2.467483e-01	1.402698e+01	-2.415259e+01
4.959929284773859e-04	5.450083e-01	5.450083e-01	1.424673e+01	-2.467275e-01	1.402699e+01	-2.415056e+01
4.961529284773850e-04	5.450023e-01	5.450023e-01	1.424669e+01	-2.466858e-01	1.402700e+01	-2.414647e+01
4.964729284773831e-04	5.449902e-01	5.449902e-01	1.424660e+01	-2.466024e-01	1.402703e+01	-2.413832e+01
4.971129284773862e-04	5.449660e-01	5.449660e-01	1.424644e+01	-2.464358e-01	1.402708e+01	-2.412201e+01
4.983929284773855e-04	5.449175e-01	5.449175e-01	1.424610e+01	-2.461024e-01	1.402717e+01	-2.408936e+01
4.984029284773872e-04	5.449171e-01	5.449171e-01	1.424610e+01	-2.460999e-01	1.402717e+01	-2.408914e+01
4.984229284773906e-04	5.449164e-01	5.449164e-01	1.424609e+01	-2.460950e-01	1.402718e+01	-2.408867e+01
4.984629284773903e-04	5.449149e-01	5.449149e-01	1.424608e+01	-2.460844e-01	1.402718e+01	-2.408763e+01
4.985429284773898e-04	5.449120e-01	5.449120e-01	1.424606e+01	-2.460637e-01	1.402719e+01	-2.408561e+01
4.987029284773889e-04	5.449060e-01	5.449060e-01	1.424602e+01	-2.460221e-01	1.402720e+01	-2.408153e+01
4.990229284773870e-04	5.448939e-01	5.448939e-01	1.424594e+01	-2.459389e-01	1.402722e+01	-2.407340e+01
4.993599999999973e-04	5.448812e-01	5.448812e-01	1.424585e+01	-2.458517e-01	1.402725e+01	-2.406490e+01
4.993699999999990e-04	5.448808e-01	5.448808e-01	1.424585e+01	-2.458489e-01	1.402725e+01	-2.406461e+01
4.993900000000023e-04	5.448800e-01	5.448800e-01	1.424584e+01	-2.458435e-01	1.402725e+01	-2.406405e+01
4.994300000000021e-04	5.448786e-01	5.448786e-01	1.424583e+01	-2.458332e-01	1.402725e+01	-2.406306e+01
4.995100000000016e-04	5.448756e-01	5.448756e-01	1.424581e+01	-2.458123e-01	1.402726e+01	-2.406101e+01
4.996700000000007e-04	5.448696e-01	5.448696e-01	1.424577e+01	-2.457705e-01	1.402727e+01	-2.405690e+01
4.996800000000023e-04	5.448692e-01	5.448693e-01	1.424577e+01	-2.457681e-01	1.402727e+01	-2.405667e+01
4.997000000000057e-04	5.448685e-01	5.448685e-01	1.424576e+01	-2.457631e-01	1.402727e+01	-2.405621e+01
4.997400000000124e-04	5.448671e-01	5.448671e-01	1.424575e+01	-2.457526e-01	1.402728e+01	-2.405517e+01
4.998200000000258e-04	5.448641e-01	5.448641e-01	1.424573e+01	-2.457318e-01	1.402728e+01	-2.405312e+01
4.998799999998693e-04	5.448619e-01	5.448619e-01	1.424572e+01	-2.457163e-01	1.402729e+01	-2.405162e+01
4.999200000002091e-04	5.448604e-01	5.448604e-01	1.424571e+01	-2.457062e-01	1.402729e+01	-2.405065e+01
4.999300000002108e-04	5.448600e-01	5.448600e-01	1.424570e+01	-2.457035e-01	1.402729e+01	-2.405038e+01
4.999799999995738e-04	5.448583e-01	5.448583e-01	1.424569e+01	-2.456905e-01	1.402729e+01	-2.404911e+01
4.999899999995755e-04	5.448579e-01	5.448579e-01	1.424569e+01	-2.456878e-01	1.402730e+01	-2.404883e+01
5.000000000000004e-04	5.448680e-01	5.448709e-01	1.424616e+01	-2.461600e-01	1.402732e+01	-2.417473e+01
5.000000219999995e-04	5.448615e-01	5.448625e-01	1.424587e+01	-2.458659e-01	1.402731e+01	-2.409517e+01
5.000000660000045e-04	5.448573e-01	5.448574e-01	1.424569e+01	-2.456866e-01	1.402731e+01	-2.404862e+01
5.000001045970745e-04	5.448574e-01	5.448574e-01	1.424568e+01	-2.456846e-01	1.402731e+01	-2.404847e+01
5.000001412342608e-04	5.448575e-01	5.448576e-01	1.424569e+01	-2.456872e-01	1.402732e+01	-2.404903e+01
5.000002095065861e-04	5.448575e-01	5.448575e-01	1.424568e+01	-2.456848e-01	1.402733e+01	-2.404852e+01
5.000002832857009e-04	5.448575e-01	5.448575e-01	1.424569e+01	-2.456855e-01	1.402736e+01	-2.404869e+01
5.000004011615627e-04	5.448575e-01	5.448575e-01	1.424568e+01	-2.456848e-01	1.402741e+01	-2.404854e+01
5.000005359099696e-04	5.448575e-01	5.448575e-01	1.424568e+01	-2.456849e-01	1.402747e+01	-2.404861e+01
5.000007463739561e-04	5.448574e-01	5.448574e-01	1.424568e+01	-2.456844e-01	1.402757e+01	-2.404854e+01
5.000010196636040e-04	5.448574e-01	5.448574e-01	1.424568e+01	-2.456841e-01	1.402771e+01	-2.404858e+01
5.000014794401333e-04	5.448573e-01	5.448573e-01	1.424568e+01	-2.456830e-01	1.402795e+01	-2.404853e+01
5.000022039042887e-04	5.448571e-01	5.448571e-01	1.424568e+01	-2.456813e-01	1.402835e+01	-2.404853e+01
5.000030217669760e-04	5.448569e-01	5.448569e-01	1.424568e+01	-2.456789e-01	1.402882e+01	-2.404850e+01
5.000042584353617e-04	5.448565e-01	5.448565e-01	1.424567e+01	-2.456746e-01	1.402950e+01	-2.404847e+01
5.000054309994631e-04	5.448561e-01	5.448561e-01	1.424567e+01	-2.456702e-01	1.403002e+01	-2.404846e+01
5.000060010841509e-04	5.448559e-01	5.448559e-01	1.424567e+01	-2.456681e-01	1.403008e+01	-2.404842e+01
5.000063548653635e-04	5.448558e-01	5.448558e-01	1.424567e+01	-2.456674e-01	1.402988e+01	-2.404842e+01
5.000067329098065e-04	5.448558e-01	5.448558e-01	1.424567e+01	-2.456674e-01	1.402934e+01	-2.404841e+01
5.000071468514861e-04	5.448559e-01	5.448559e-01	1.424567e+01	-2.456687e-01	1.402831e+01	-2.404840e+01
5.000075670991005e-04	5.448561e-01	5.448561e-01	1.424567e+01	-2.456716e-01	1.402673e+01	-2.404838e+01
5.000079417179365e-04	5.448565e-01	5.448565e-01	1.424568e+01	-2.456761e-01	1.402477e+01	-2.404837e+01
5.000083634906088e-04	5.448571e-01	5.448571e-01	1.424568e+01	-2.456837e-01	1.402191e+01	-2.404836e+01
5.000087203036047e-04	5.448579e-01	5.448579e-01	1.424569e+01	-2.456925e-01	1.401891e+01	-2.404834e+01
5.000091202199825e-04	5.448590e-01	5.448590e-01	1.424571e+01	-2.457055e-01	1.401488e+01	-2.404833e+01
5.000095012457559e-04	5.448604e-01	5.448604e-01	1.424572e+01	-2.457211e-01	1.401040e+01	-2.404831e+01
5.000099906909833e-04	5.448624e-01	5.448624e-01	1.424574e+01	-2.457420e-01	1.400405e+01	-2.404759e+01
5.000100000000021e-04	5.448626e-01	5.448626e-01	1.424575e+01	-2.457475e-01	1.400392e+01	-2.404919e+01
5.000100186180398e-04	5.448626e-01	5.448626e-01	1.424575e+01	-2.457471e-01	1.400366e+01	-2.404862e+01
5.000100558541151e-04	5.448628e-01	5.448628e-01	1.424575e+01	-2.457484e-01	1.400313e+01	-2.404830e+01
5.000101303262658e-04	5.448632e-01	5.448632e-01	1.424575e+01	-2.457528e-01	1.400205e+01	-2.404829e+01
5.000102792705671e-04	5.448640e-01	5.448640e-01	1.424576e+01	-2.457619e-01	1.399990e+01	-2.404829e+01
5.000105771591698e-04	5.448657e-01	5.448657e-01	1.424578e+01	-2.457812e-01	1.399579e+01	-2.404828e+01
5.000111703067217e-04	5.448694e-01	5.448694e-01	1.424582e+01	-2.458220e-01	1.398842e+01	-2.404826e+01
5.000119121953417e-04	5.448743e-01	5.448742e-01	1.424588e+01	-2.458756e-01	1.398035e+01	-2.404823e+01
5.000124611225579e-04	5.448781e-01	5.448780e-01	1.424592e+01	-2.459175e-01	1.397479e+01	-2.404821e+01
5.000130910971581e-04	5.448831e-01	5.448831e-01	1.424597e+01	-2.459738e-01	1.396577e+01	-2.404819e+01
